data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,label
62 ,7 ,35 ,24 ,54 ,60 ,90 ,50 ,48 ,12 ,1
91 ,38 ,32 ,13 ,68 ,62 ,69 ,93 ,17 ,81 ,1
78 ,14 ,49 ,98 ,87 ,3 ,78 ,27 ,19 ,19 ,1
77 ,29 ,14 ,33 ,95 ,28 ,66 ,9 ,47 ,92 ,1
55 ,26 ,34 ,29 ,84 ,29 ,79 ,45 ,71 ,97 ,1
98 ,32 ,39 ,48 ,92 ,71 ,71 ,18 ,26 ,11 ,1
83 ,43 ,46 ,65 ,90 ,59 ,68 ,22 ,74 ,73 ,1
62 ,28 ,43 ,56 ,85 ,62 ,67 ,67 ,30 ,92 ,1
78 ,5 ,26 ,37 ,97 ,96 ,100 ,13 ,26 ,94 ,1
82 ,30 ,24 ,76 ,92 ,71 ,69 ,5 ,90 ,41 ,1
79 ,18 ,18 ,18 ,79 ,79 ,77 ,17 ,38 ,72 ,1
67 ,30 ,17 ,86 ,69 ,38 ,95 ,7 ,3 ,0 ,1
76 ,37 ,15 ,0 ,83 ,31 ,77 ,81 ,23 ,43 ,1
63 ,21 ,31 ,65 ,95 ,3 ,76 ,63 ,41 ,95 ,1
65 ,5 ,4 ,51 ,82 ,36 ,86 ,78 ,66 ,50 ,1
88 ,26 ,28 ,99 ,64 ,6 ,57 ,57 ,80 ,3 ,1
83 ,38 ,42 ,45 ,92 ,92 ,63 ,58 ,3 ,68 ,1
60 ,17 ,25 ,96 ,70 ,48 ,86 ,5 ,100 ,85 ,1
99 ,8 ,11 ,38 ,72 ,16 ,74 ,41 ,91 ,78 ,1
65 ,22 ,5 ,23 ,55 ,33 ,91 ,5 ,94 ,37 ,1
85 ,7 ,2 ,46 ,80 ,55 ,51 ,18 ,42 ,85 ,1
74 ,32 ,22 ,11 ,78 ,49 ,86 ,72 ,41 ,51 ,1
57 ,32 ,29 ,26 ,52 ,11 ,67 ,23 ,59 ,12 ,1
92 ,34 ,39 ,55 ,83 ,13 ,61 ,67 ,47 ,56 ,1
87 ,39 ,44 ,77 ,58 ,49 ,60 ,43 ,32 ,55 ,1
80 ,2 ,7 ,96 ,52 ,25 ,61 ,42 ,96 ,13 ,1
79 ,27 ,15 ,91 ,98 ,68 ,82 ,59 ,81 ,73 ,1
70 ,45 ,22 ,58 ,79 ,14 ,76 ,8 ,56 ,32 ,1
84 ,27 ,24 ,15 ,54 ,45 ,53 ,88 ,8 ,99 ,1
100 ,39 ,10 ,80 ,67 ,97 ,52 ,60 ,60 ,36 ,1
71 ,10 ,39 ,56 ,77 ,31 ,72 ,12 ,30 ,0 ,1
97 ,7 ,31 ,40 ,100 ,27 ,93 ,36 ,24 ,10 ,1
75 ,8 ,41 ,41 ,86 ,78 ,72 ,27 ,0 ,62 ,1
67 ,46 ,0 ,15 ,60 ,68 ,61 ,66 ,89 ,39 ,1
99 ,9 ,27 ,95 ,82 ,1 ,91 ,64 ,78 ,78 ,1
88 ,6 ,26 ,23 ,81 ,84 ,53 ,43 ,45 ,53 ,1
52 ,30 ,41 ,75 ,94 ,93 ,71 ,70 ,52 ,90 ,1
75 ,14 ,26 ,59 ,95 ,16 ,84 ,76 ,11 ,49 ,1
81 ,24 ,38 ,15 ,72 ,23 ,82 ,7 ,93 ,52 ,1
75 ,28 ,30 ,32 ,90 ,97 ,74 ,100 ,80 ,59 ,1
87 ,41 ,42 ,7 ,73 ,98 ,70 ,85 ,22 ,17 ,1
67 ,9 ,20 ,54 ,70 ,78 ,63 ,16 ,6 ,42 ,1
60 ,42 ,2 ,62 ,86 ,7 ,72 ,54 ,45 ,52 ,1
97 ,32 ,3 ,94 ,94 ,13 ,79 ,69 ,42 ,54 ,1
90 ,29 ,20 ,83 ,83 ,23 ,67 ,72 ,17 ,83 ,1
85 ,19 ,43 ,15 ,56 ,68 ,53 ,46 ,70 ,96 ,1
69 ,24 ,9 ,23 ,73 ,39 ,65 ,88 ,64 ,82 ,1
98 ,12 ,27 ,13 ,84 ,34 ,87 ,6 ,54 ,49 ,1
67 ,10 ,31 ,5 ,72 ,83 ,92 ,55 ,69 ,2 ,1
95 ,48 ,38 ,38 ,82 ,51 ,95 ,49 ,93 ,56 ,1
63 ,4 ,14 ,32 ,67 ,32 ,95 ,58 ,29 ,16 ,1
55 ,3 ,4 ,98 ,89 ,73 ,86 ,11 ,92 ,44 ,1
65 ,14 ,19 ,36 ,72 ,23 ,68 ,55 ,34 ,73 ,1
80 ,43 ,25 ,60 ,69 ,23 ,91 ,25 ,67 ,51 ,1
91 ,36 ,30 ,51 ,65 ,86 ,75 ,75 ,46 ,26 ,1
54 ,12 ,36 ,99 ,63 ,21 ,88 ,46 ,51 ,94 ,1
68 ,22 ,0 ,38 ,76 ,74 ,84 ,43 ,43 ,35 ,1
74 ,20 ,13 ,11 ,100 ,70 ,82 ,13 ,85 ,59 ,1
62 ,28 ,13 ,89 ,79 ,58 ,79 ,84 ,48 ,22 ,1
85 ,41 ,34 ,52 ,75 ,29 ,69 ,76 ,8 ,88 ,1
52 ,10 ,2 ,62 ,99 ,0 ,76 ,79 ,30 ,28 ,1
68 ,5 ,33 ,14 ,87 ,80 ,66 ,9 ,78 ,93 ,1
86 ,41 ,14 ,21 ,78 ,20 ,65 ,82 ,80 ,86 ,1
94 ,31 ,42 ,39 ,55 ,55 ,89 ,12 ,30 ,98 ,1
69 ,42 ,25 ,38 ,95 ,20 ,83 ,66 ,52 ,68 ,1
93 ,19 ,7 ,52 ,54 ,78 ,68 ,26 ,5 ,39 ,1
76 ,32 ,13 ,77 ,97 ,47 ,93 ,7 ,26 ,40 ,1
61 ,28 ,36 ,70 ,95 ,13 ,69 ,36 ,92 ,76 ,1
80 ,7 ,16 ,18 ,100 ,60 ,52 ,64 ,91 ,94 ,1
69 ,42 ,20 ,6 ,92 ,87 ,87 ,58 ,100 ,20 ,1
84 ,9 ,36 ,88 ,82 ,22 ,70 ,57 ,27 ,35 ,1
84 ,36 ,28 ,26 ,56 ,72 ,74 ,66 ,19 ,27 ,1
62 ,8 ,0 ,42 ,60 ,48 ,88 ,60 ,14 ,88 ,1
55 ,3 ,33 ,14 ,76 ,9 ,74 ,13 ,26 ,76 ,1
79 ,22 ,20 ,12 ,96 ,28 ,69 ,4 ,16 ,57 ,1
63 ,15 ,36 ,37 ,93 ,27 ,96 ,12 ,78 ,43 ,1
62 ,44 ,46 ,2 ,97 ,19 ,86 ,68 ,8 ,57 ,1
93 ,46 ,45 ,46 ,65 ,75 ,61 ,49 ,36 ,81 ,1
78 ,4 ,34 ,12 ,67 ,66 ,100 ,4 ,91 ,1 ,1
75 ,43 ,7 ,23 ,100 ,47 ,59 ,34 ,65 ,88 ,1
77 ,29 ,16 ,22 ,86 ,82 ,77 ,66 ,14 ,65 ,1
56 ,49 ,29 ,17 ,90 ,45 ,100 ,44 ,7 ,2 ,1
75 ,7 ,32 ,93 ,81 ,55 ,53 ,35 ,90 ,33 ,1
80 ,48 ,18 ,72 ,66 ,82 ,51 ,71 ,94 ,31 ,1
64 ,49 ,15 ,89 ,79 ,62 ,55 ,29 ,68 ,93 ,1
80 ,17 ,38 ,84 ,68 ,44 ,79 ,52 ,23 ,48 ,1
88 ,15 ,0 ,80 ,72 ,41 ,81 ,2 ,89 ,39 ,1
79 ,31 ,28 ,39 ,78 ,67 ,95 ,97 ,81 ,26 ,1
89 ,28 ,46 ,55 ,54 ,59 ,96 ,35 ,40 ,6 ,1
73 ,13 ,22 ,82 ,80 ,89 ,55 ,90 ,98 ,12 ,1
62 ,3 ,11 ,11 ,57 ,6 ,64 ,13 ,37 ,81 ,1
94 ,2 ,24 ,89 ,88 ,51 ,79 ,71 ,74 ,41 ,1
91 ,44 ,27 ,53 ,63 ,81 ,83 ,98 ,23 ,76 ,1
55 ,27 ,9 ,32 ,96 ,47 ,75 ,23 ,71 ,78 ,1
79 ,34 ,2 ,83 ,92 ,100 ,89 ,42 ,5 ,9 ,1
53 ,41 ,28 ,62 ,84 ,47 ,63 ,26 ,23 ,66 ,1
85 ,17 ,12 ,80 ,89 ,87 ,69 ,32 ,1 ,48 ,1
92 ,44 ,11 ,33 ,69 ,8 ,82 ,85 ,65 ,2 ,1
60 ,29 ,33 ,22 ,79 ,83 ,78 ,69 ,78 ,100 ,1
95 ,44 ,4 ,32 ,52 ,18 ,91 ,99 ,71 ,76 ,1
100 ,26 ,27 ,15 ,57 ,97 ,94 ,1 ,48 ,43 ,1
73 ,25 ,45 ,5 ,67 ,12 ,74 ,76 ,63 ,63 ,1
62 ,49 ,25 ,47 ,59 ,70 ,77 ,4 ,13 ,73 ,1
66 ,37 ,19 ,31 ,61 ,47 ,53 ,36 ,96 ,8 ,1
68 ,20 ,12 ,7 ,80 ,37 ,98 ,40 ,25 ,38 ,1
72 ,30 ,35 ,46 ,99 ,16 ,97 ,20 ,7 ,38 ,1
86 ,11 ,35 ,75 ,85 ,39 ,85 ,67 ,16 ,16 ,1
100 ,31 ,28 ,59 ,100 ,31 ,93 ,7 ,71 ,69 ,1
69 ,18 ,15 ,38 ,59 ,56 ,88 ,67 ,89 ,0 ,1
70 ,18 ,32 ,17 ,61 ,72 ,86 ,13 ,43 ,2 ,1
100 ,4 ,6 ,97 ,83 ,11 ,95 ,49 ,92 ,96 ,1
77 ,29 ,32 ,56 ,75 ,60 ,100 ,90 ,49 ,26 ,1
62 ,40 ,19 ,3 ,86 ,94 ,93 ,55 ,66 ,1 ,1
59 ,33 ,36 ,72 ,68 ,6 ,56 ,4 ,54 ,63 ,1
59 ,39 ,18 ,13 ,63 ,22 ,69 ,3 ,76 ,41 ,1
62 ,40 ,40 ,54 ,60 ,6 ,69 ,47 ,42 ,33 ,1
57 ,16 ,0 ,24 ,96 ,22 ,88 ,50 ,52 ,9 ,1
62 ,47 ,27 ,40 ,85 ,45 ,82 ,32 ,15 ,29 ,1
52 ,34 ,49 ,71 ,64 ,33 ,98 ,51 ,59 ,20 ,1
59 ,1 ,18 ,91 ,75 ,39 ,64 ,38 ,90 ,31 ,1
73 ,49 ,8 ,65 ,69 ,97 ,52 ,70 ,41 ,64 ,1
90 ,16 ,43 ,63 ,92 ,62 ,71 ,82 ,57 ,61 ,1
69 ,16 ,29 ,16 ,64 ,49 ,93 ,33 ,28 ,61 ,1
58 ,31 ,39 ,12 ,96 ,21 ,88 ,5 ,17 ,81 ,1
52 ,24 ,21 ,62 ,85 ,50 ,86 ,28 ,61 ,54 ,1
57 ,31 ,15 ,64 ,84 ,87 ,92 ,97 ,98 ,86 ,1
60 ,30 ,4 ,88 ,76 ,86 ,87 ,78 ,33 ,62 ,1
91 ,28 ,13 ,55 ,70 ,38 ,61 ,91 ,34 ,74 ,1
75 ,21 ,20 ,12 ,55 ,13 ,95 ,78 ,25 ,30 ,1
86 ,24 ,19 ,75 ,95 ,26 ,79 ,22 ,1 ,31 ,1
75 ,43 ,8 ,81 ,97 ,11 ,51 ,13 ,59 ,5 ,1
75 ,41 ,31 ,34 ,56 ,93 ,82 ,41 ,39 ,88 ,1
81 ,27 ,43 ,78 ,68 ,53 ,84 ,32 ,22 ,7 ,1
76 ,28 ,15 ,3 ,95 ,81 ,52 ,90 ,43 ,54 ,1
63 ,6 ,26 ,40 ,92 ,78 ,88 ,52 ,23 ,3 ,1
91 ,4 ,44 ,60 ,87 ,60 ,82 ,45 ,26 ,58 ,1
68 ,48 ,34 ,24 ,57 ,60 ,96 ,22 ,60 ,75 ,1
72 ,21 ,11 ,38 ,55 ,99 ,94 ,91 ,93 ,7 ,1
67 ,25 ,36 ,40 ,87 ,57 ,54 ,12 ,26 ,13 ,1
99 ,12 ,5 ,70 ,69 ,24 ,66 ,50 ,58 ,34 ,1
62 ,13 ,5 ,92 ,91 ,59 ,64 ,29 ,26 ,91 ,1
53 ,7 ,38 ,35 ,92 ,92 ,87 ,25 ,92 ,31 ,1
78 ,25 ,43 ,30 ,56 ,89 ,92 ,53 ,81 ,79 ,1
57 ,44 ,47 ,20 ,80 ,78 ,74 ,52 ,6 ,53 ,1
66 ,37 ,33 ,48 ,83 ,41 ,89 ,67 ,74 ,26 ,1
95 ,1 ,33 ,61 ,71 ,77 ,96 ,91 ,50 ,57 ,1
55 ,41 ,13 ,55 ,72 ,46 ,52 ,85 ,2 ,48 ,1
94 ,44 ,40 ,4 ,60 ,77 ,70 ,69 ,52 ,64 ,1
51 ,20 ,37 ,1 ,78 ,90 ,89 ,93 ,47 ,3 ,1
98 ,41 ,47 ,31 ,87 ,94 ,87 ,26 ,87 ,57 ,1
63 ,8 ,22 ,26 ,80 ,62 ,81 ,46 ,65 ,91 ,1
100 ,49 ,34 ,62 ,97 ,3 ,95 ,12 ,64 ,88 ,1
74 ,27 ,45 ,72 ,93 ,38 ,78 ,69 ,26 ,43 ,1
90 ,36 ,20 ,100 ,59 ,10 ,55 ,20 ,53 ,29 ,1
94 ,8 ,40 ,86 ,98 ,35 ,73 ,5 ,1 ,7 ,1
64 ,13 ,39 ,22 ,53 ,72 ,81 ,22 ,64 ,10 ,1
58 ,40 ,3 ,7 ,67 ,23 ,69 ,51 ,14 ,21 ,1
98 ,23 ,38 ,35 ,76 ,91 ,65 ,82 ,55 ,84 ,1
80 ,28 ,9 ,74 ,64 ,69 ,82 ,84 ,79 ,81 ,1
88 ,14 ,15 ,92 ,88 ,95 ,92 ,34 ,28 ,23 ,1
59 ,26 ,33 ,66 ,60 ,59 ,58 ,80 ,96 ,48 ,1
71 ,38 ,8 ,39 ,51 ,42 ,73 ,24 ,32 ,52 ,1
98 ,35 ,14 ,12 ,55 ,6 ,52 ,42 ,63 ,9 ,1
93 ,32 ,44 ,70 ,60 ,64 ,67 ,14 ,20 ,94 ,1
61 ,48 ,42 ,21 ,91 ,53 ,69 ,28 ,81 ,75 ,1
93 ,40 ,23 ,58 ,82 ,85 ,83 ,33 ,87 ,51 ,1
68 ,29 ,25 ,43 ,74 ,18 ,95 ,94 ,23 ,78 ,1
97 ,45 ,13 ,74 ,70 ,36 ,63 ,27 ,87 ,79 ,1
72 ,25 ,41 ,52 ,65 ,49 ,84 ,9 ,86 ,11 ,1
66 ,21 ,3 ,51 ,86 ,73 ,90 ,82 ,41 ,6 ,1
83 ,10 ,19 ,1 ,64 ,11 ,92 ,93 ,59 ,50 ,1
71 ,30 ,19 ,38 ,84 ,57 ,63 ,88 ,79 ,94 ,1
51 ,13 ,45 ,95 ,72 ,43 ,68 ,69 ,88 ,66 ,1
53 ,41 ,4 ,5 ,97 ,73 ,59 ,45 ,43 ,21 ,1
67 ,2 ,1 ,41 ,77 ,41 ,83 ,90 ,17 ,75 ,1
69 ,39 ,0 ,13 ,95 ,43 ,61 ,67 ,82 ,50 ,1
79 ,26 ,40 ,33 ,55 ,100 ,64 ,33 ,9 ,93 ,1
81 ,41 ,38 ,54 ,79 ,10 ,89 ,41 ,21 ,35 ,1
93 ,3 ,2 ,20 ,84 ,93 ,55 ,24 ,73 ,15 ,1
93 ,0 ,42 ,99 ,85 ,9 ,94 ,16 ,42 ,36 ,1
57 ,25 ,0 ,70 ,74 ,27 ,76 ,0 ,5 ,41 ,1
53 ,39 ,24 ,95 ,89 ,73 ,95 ,92 ,18 ,52 ,1
78 ,37 ,17 ,17 ,53 ,37 ,97 ,78 ,12 ,33 ,1
59 ,23 ,35 ,88 ,58 ,25 ,57 ,73 ,27 ,93 ,1
91 ,12 ,38 ,15 ,89 ,87 ,60 ,23 ,99 ,4 ,1
57 ,3 ,0 ,36 ,72 ,21 ,71 ,91 ,69 ,45 ,1
59 ,10 ,43 ,9 ,76 ,83 ,82 ,16 ,46 ,37 ,1
95 ,7 ,47 ,14 ,76 ,98 ,77 ,20 ,1 ,3 ,1
70 ,77 ,32 ,16 ,86 ,39 ,82 ,39 ,35 ,51 ,0
68 ,69 ,10 ,91 ,23 ,35 ,81 ,28 ,28 ,99 ,0
70 ,80 ,36 ,94 ,19 ,9 ,63 ,32 ,13 ,81 ,0
94 ,90 ,8 ,92 ,39 ,7 ,40 ,23 ,27 ,38 ,0
75 ,67 ,24 ,89 ,58 ,26 ,28 ,27 ,47 ,24 ,0
81 ,58 ,47 ,59 ,6 ,39 ,51 ,16 ,11 ,77 ,0
98 ,97 ,6 ,40 ,77 ,33 ,40 ,18 ,77 ,55 ,0
69 ,69 ,22 ,39 ,4 ,26 ,12 ,1 ,86 ,72 ,0
98 ,59 ,10 ,86 ,54 ,22 ,28 ,48 ,60 ,28 ,0
94 ,58 ,22 ,15 ,48 ,28 ,42 ,4 ,7 ,99 ,0
79 ,83 ,40 ,65 ,11 ,27 ,20 ,29 ,7 ,57 ,0
67 ,67 ,36 ,8 ,7 ,24 ,65 ,5 ,75 ,37 ,0
79 ,98 ,8 ,24 ,37 ,21 ,63 ,48 ,16 ,15 ,0
76 ,53 ,44 ,20 ,40 ,29 ,59 ,1 ,95 ,48 ,0
65 ,64 ,26 ,10 ,3 ,35 ,60 ,15 ,35 ,19 ,0
51 ,95 ,44 ,65 ,96 ,17 ,66 ,2 ,6 ,59 ,0
71 ,76 ,6 ,98 ,37 ,28 ,90 ,3 ,3 ,91 ,0
55 ,70 ,40 ,89 ,32 ,34 ,56 ,27 ,81 ,11 ,0
79 ,69 ,31 ,25 ,70 ,14 ,59 ,38 ,92 ,81 ,0
86 ,85 ,0 ,44 ,22 ,32 ,12 ,0 ,90 ,57 ,0
71 ,77 ,5 ,8 ,22 ,0 ,100 ,38 ,52 ,52 ,0
54 ,81 ,26 ,17 ,9 ,33 ,96 ,29 ,62 ,89 ,0
84 ,63 ,26 ,45 ,41 ,5 ,6 ,31 ,76 ,9 ,0
80 ,100 ,33 ,35 ,70 ,20 ,86 ,1 ,13 ,79 ,0
87 ,64 ,22 ,84 ,0 ,39 ,96 ,30 ,87 ,11 ,0
82 ,53 ,16 ,1 ,92 ,11 ,99 ,0 ,38 ,36 ,0
92 ,56 ,16 ,36 ,61 ,48 ,6 ,34 ,74 ,33 ,0
99 ,70 ,15 ,75 ,14 ,39 ,80 ,11 ,73 ,99 ,0
84 ,59 ,45 ,52 ,95 ,35 ,55 ,33 ,53 ,66 ,0
80 ,78 ,10 ,51 ,22 ,7 ,62 ,7 ,75 ,87 ,0
91 ,87 ,42 ,59 ,96 ,49 ,20 ,5 ,47 ,53 ,0
51 ,62 ,43 ,43 ,29 ,8 ,15 ,17 ,36 ,88 ,0
96 ,64 ,36 ,68 ,9 ,12 ,18 ,48 ,94 ,91 ,0
53 ,58 ,17 ,72 ,57 ,17 ,100 ,21 ,79 ,66 ,0
60 ,87 ,25 ,38 ,21 ,35 ,22 ,20 ,67 ,29 ,0
76 ,78 ,7 ,27 ,53 ,43 ,14 ,33 ,58 ,87 ,0
80 ,81 ,43 ,8 ,62 ,49 ,75 ,46 ,92 ,44 ,0
74 ,58 ,43 ,51 ,65 ,17 ,71 ,48 ,47 ,66 ,0
93 ,52 ,3 ,53 ,4 ,5 ,82 ,33 ,34 ,76 ,0
71 ,85 ,37 ,57 ,98 ,9 ,65 ,19 ,42 ,91 ,0
93 ,79 ,33 ,97 ,88 ,36 ,95 ,11 ,86 ,45 ,0
76 ,74 ,0 ,9 ,80 ,4 ,96 ,42 ,13 ,48 ,0
76 ,71 ,3 ,93 ,62 ,22 ,96 ,29 ,92 ,52 ,0
80 ,91 ,2 ,82 ,71 ,19 ,74 ,36 ,44 ,98 ,0
53 ,95 ,22 ,61 ,6 ,7 ,75 ,31 ,41 ,22 ,0
99 ,73 ,5 ,15 ,98 ,18 ,46 ,8 ,13 ,23 ,0
58 ,89 ,5 ,2 ,44 ,28 ,55 ,12 ,6 ,51 ,0
86 ,67 ,9 ,27 ,66 ,26 ,15 ,26 ,80 ,55 ,0
91 ,87 ,33 ,1 ,45 ,7 ,7 ,26 ,59 ,39 ,0
85 ,68 ,27 ,74 ,38 ,29 ,76 ,46 ,21 ,20 ,0
82 ,51 ,36 ,15 ,53 ,1 ,4 ,3 ,28 ,33 ,0
94 ,75 ,15 ,19 ,61 ,36 ,35 ,15 ,73 ,44 ,0
54 ,87 ,31 ,77 ,98 ,21 ,83 ,18 ,83 ,0 ,0
94 ,81 ,6 ,79 ,59 ,5 ,59 ,45 ,19 ,29 ,0
87 ,57 ,19 ,75 ,41 ,26 ,44 ,12 ,30 ,69 ,0
94 ,79 ,24 ,100 ,1 ,43 ,46 ,20 ,78 ,36 ,0
77 ,87 ,31 ,43 ,60 ,2 ,30 ,0 ,62 ,2 ,0
61 ,74 ,47 ,32 ,40 ,16 ,96 ,31 ,36 ,79 ,0
75 ,57 ,23 ,61 ,74 ,26 ,17 ,48 ,91 ,14 ,0
69 ,79 ,23 ,11 ,58 ,47 ,26 ,13 ,52 ,84 ,0
83 ,72 ,9 ,71 ,1 ,28 ,68 ,8 ,52 ,86 ,0
74 ,100 ,47 ,80 ,12 ,24 ,1 ,43 ,60 ,28 ,0
63 ,58 ,19 ,61 ,29 ,11 ,53 ,23 ,10 ,20 ,0
71 ,60 ,39 ,29 ,11 ,33 ,13 ,45 ,63 ,28 ,0
81 ,74 ,25 ,89 ,32 ,17 ,37 ,16 ,95 ,49 ,0
100 ,88 ,15 ,3 ,9 ,48 ,1 ,14 ,16 ,59 ,0
91 ,78 ,47 ,38 ,16 ,49 ,35 ,20 ,37 ,34 ,0
70 ,94 ,29 ,43 ,67 ,10 ,21 ,21 ,73 ,71 ,0
79 ,58 ,24 ,50 ,18 ,4 ,23 ,46 ,22 ,61 ,0
63 ,63 ,8 ,26 ,6 ,36 ,69 ,29 ,76 ,74 ,0
75 ,80 ,49 ,83 ,67 ,23 ,45 ,43 ,99 ,47 ,0
70 ,75 ,41 ,74 ,28 ,26 ,76 ,31 ,74 ,89 ,0
80 ,77 ,21 ,25 ,90 ,2 ,61 ,21 ,76 ,23 ,0
66 ,64 ,44 ,78 ,56 ,19 ,45 ,11 ,43 ,99 ,0
54 ,67 ,29 ,63 ,86 ,16 ,55 ,47 ,69 ,52 ,0
53 ,87 ,30 ,84 ,70 ,21 ,67 ,20 ,62 ,26 ,0
54 ,55 ,47 ,71 ,59 ,49 ,80 ,36 ,41 ,59 ,0
84 ,96 ,37 ,11 ,2 ,39 ,45 ,8 ,53 ,60 ,0
75 ,74 ,31 ,69 ,95 ,8 ,8 ,20 ,2 ,54 ,0
53 ,94 ,23 ,61 ,72 ,36 ,76 ,0 ,96 ,63 ,0
80 ,79 ,35 ,20 ,68 ,23 ,64 ,37 ,98 ,35 ,0
54 ,76 ,18 ,96 ,89 ,3 ,77 ,1 ,77 ,36 ,0
86 ,58 ,38 ,98 ,42 ,2 ,62 ,41 ,1 ,98 ,0
61 ,77 ,11 ,23 ,25 ,1 ,62 ,47 ,3 ,40 ,0
99 ,66 ,16 ,35 ,33 ,5 ,82 ,19 ,11 ,75 ,0
93 ,94 ,47 ,0 ,10 ,25 ,0 ,13 ,100 ,3 ,0
90 ,72 ,7 ,89 ,68 ,25 ,10 ,49 ,76 ,77 ,0
60 ,86 ,31 ,12 ,20 ,6 ,89 ,47 ,87 ,99 ,0
82 ,67 ,22 ,33 ,9 ,3 ,17 ,41 ,13 ,38 ,0
83 ,61 ,39 ,17 ,31 ,49 ,45 ,4 ,96 ,80 ,0
86 ,74 ,7 ,2 ,16 ,37 ,30 ,26 ,73 ,58 ,0
64 ,74 ,30 ,92 ,22 ,2 ,37 ,9 ,98 ,42 ,0
71 ,83 ,12 ,44 ,73 ,22 ,57 ,14 ,71 ,63 ,0
88 ,100 ,11 ,78 ,59 ,44 ,68 ,35 ,57 ,35 ,0
60 ,71 ,9 ,42 ,13 ,47 ,44 ,30 ,7 ,94 ,0
84 ,65 ,41 ,74 ,92 ,7 ,3 ,30 ,86 ,22 ,0
67 ,66 ,40 ,55 ,73 ,25 ,11 ,21 ,30 ,42 ,0
80 ,95 ,48 ,62 ,45 ,28 ,76 ,37 ,44 ,53 ,0
90 ,98 ,24 ,67 ,88 ,11 ,39 ,44 ,11 ,52 ,0
98 ,100 ,46 ,8 ,70 ,29 ,58 ,30 ,94 ,63 ,0
100 ,63 ,36 ,25 ,36 ,3 ,79 ,56 ,28 ,98 ,1
59 ,63 ,27 ,51 ,68 ,30 ,9 ,88 ,51 ,100 ,1
58 ,99 ,33 ,75 ,99 ,2 ,29 ,73 ,1 ,83 ,1
67 ,89 ,35 ,5 ,81 ,48 ,3 ,67 ,52 ,79 ,1
61 ,81 ,24 ,93 ,19 ,3 ,65 ,64 ,91 ,17 ,1
78 ,71 ,27 ,62 ,58 ,6 ,66 ,80 ,21 ,19 ,1
88 ,80 ,39 ,93 ,73 ,18 ,31 ,87 ,14 ,71 ,1
63 ,67 ,3 ,42 ,77 ,45 ,55 ,53 ,53 ,49 ,1
60 ,66 ,4 ,56 ,39 ,14 ,84 ,59 ,99 ,39 ,1
73 ,81 ,18 ,76 ,83 ,1 ,1 ,54 ,54 ,27 ,1
53 ,79 ,18 ,47 ,92 ,11 ,73 ,99 ,12 ,95 ,1
91 ,87 ,35 ,1 ,36 ,16 ,23 ,58 ,84 ,82 ,1
88 ,84 ,6 ,99 ,59 ,27 ,82 ,82 ,4 ,98 ,1
100 ,99 ,34 ,26 ,72 ,30 ,11 ,100 ,74 ,65 ,1
57 ,98 ,25 ,39 ,84 ,26 ,7 ,79 ,81 ,23 ,1
85 ,94 ,33 ,40 ,37 ,30 ,63 ,55 ,99 ,84 ,1
59 ,90 ,46 ,91 ,88 ,13 ,56 ,82 ,32 ,92 ,1
87 ,63 ,12 ,25 ,28 ,12 ,78 ,70 ,42 ,88 ,1
69 ,56 ,46 ,38 ,64 ,38 ,87 ,93 ,48 ,32 ,1
72 ,97 ,15 ,94 ,35 ,49 ,11 ,58 ,55 ,16 ,1
52 ,58 ,47 ,74 ,33 ,44 ,58 ,92 ,92 ,36 ,1
99 ,60 ,1 ,58 ,94 ,30 ,22 ,96 ,46 ,13 ,1
55 ,76 ,35 ,17 ,57 ,19 ,73 ,63 ,9 ,23 ,1
70 ,91 ,42 ,78 ,23 ,8 ,70 ,81 ,73 ,48 ,1
92 ,71 ,21 ,96 ,80 ,40 ,75 ,56 ,56 ,87 ,1
92 ,83 ,24 ,55 ,27 ,12 ,34 ,60 ,70 ,85 ,1
59 ,65 ,6 ,37 ,93 ,1 ,63 ,63 ,27 ,64 ,1
60 ,84 ,40 ,73 ,31 ,42 ,50 ,78 ,23 ,36 ,1
68 ,64 ,1 ,21 ,19 ,26 ,35 ,55 ,96 ,33 ,1
93 ,56 ,34 ,37 ,47 ,9 ,13 ,56 ,14 ,99 ,1
87 ,76 ,40 ,62 ,43 ,26 ,9 ,86 ,29 ,82 ,1
56 ,51 ,8 ,86 ,46 ,6 ,24 ,65 ,89 ,31 ,1
67 ,81 ,22 ,25 ,20 ,21 ,80 ,97 ,2 ,39 ,1
94 ,80 ,36 ,82 ,21 ,28 ,77 ,60 ,88 ,89 ,1
98 ,94 ,36 ,16 ,40 ,12 ,99 ,96 ,48 ,37 ,1
92 ,82 ,17 ,73 ,35 ,8 ,38 ,56 ,60 ,81 ,1
55 ,70 ,21 ,36 ,60 ,24 ,94 ,96 ,91 ,84 ,1
74 ,93 ,24 ,4 ,77 ,32 ,96 ,65 ,54 ,42 ,1
98 ,84 ,32 ,42 ,65 ,31 ,81 ,62 ,89 ,7 ,1
98 ,64 ,39 ,19 ,14 ,16 ,91 ,89 ,78 ,81 ,1
100 ,87 ,1 ,43 ,80 ,23 ,24 ,51 ,64 ,39 ,1
99 ,66 ,25 ,52 ,100 ,9 ,98 ,65 ,96 ,62 ,1
60 ,69 ,10 ,36 ,50 ,5 ,23 ,77 ,33 ,9 ,1
95 ,77 ,22 ,14 ,78 ,13 ,14 ,73 ,50 ,96 ,1
