产品ID,型号,品牌,颜色数,上市时间,市场定位,芯片平台,芯片主频,AP,频段数量,零售价格,外观类型,厚度,产品重量,屏幕数量,屏幕尺寸,分辩率,触摸屏,键盘类型,RAM,ROM,Flash内存,摄像头,定位,FM广播,电视,Modem,红外,蓝牙,WLAN,电池容量,重力感应器,方向感应器,文字输入方法数,智能系统
1003,KP600E,深圳港利通,1,2010,1,0,192,0,3,1295,0,15.8,120,1,2.4,76800,1,1,128,256,160,320,1,1,0,1,0,1,0,1100,0,0,3,0
1004,E806c,多普达,1,2007,3,0,40,0,1,4780,0,18.6,117,1,3.6,96000,1,0,256,128,114,200,0,1,0,1,0,1,0,1100,0,1,2,0
1005,C518,波导,1,2009,0,0,96,0,1,598,0,15,110,1,1.8,20480,0,1,32,64,0,0,0,1,0,0,0,0,0,800,0,0,1,0
1006,E68,VIM,1,2010,1,0,192,0,1,1280,0,13.15,98,1,2.4,76800,1,0,64,128,8,30,0,0,0,1,0,0,0,1000,0,0,2,0
1007,E661,百灵葳朗,1,2009,0,1,56,0,3,586,0,15.9,95,1,2.4,76800,0,1,64,128,0,30,1,1,0,1,0,1,0,1000,0,0,1,0
1008,E662,百灵葳朗,1,2009,0,1,56,0,3,502,0,15.9,95,1,2.4,76800,1,1,128,256,0,200,1,1,0,1,0,1,0,1000,0,0,3,0
1009,L800,厦门凌拓,1,2009,2,0,96,0,1,1980,0,15.8,120,1,2.4,76800,0,1,64,128,10,30,0,0,0,1,0,1,0,1800,0,0,1,0
1010,A166C,华录,1,2009,0,1,56,0,1,299,0,13.5,106,1,2.8,76800,1,0,64,128,70,130,1,1,0,1,0,1,0,1100,0,0,3,0
1011,LV612C,百灵葳朗,1,2009,0,0,96,0,1,268,0,13,107,1,2.2,76800,1,1,32,128,59,30,0,1,0,0,0,1,0,1000,0,0,3,0
1012,H82,百灵葳朗,1,2009,0,1,56,0,1,900,2,14,75,1,1.5,20480,0,1,4,8,0.86,30,0,0,0,0,0,0,0,1000,0,0,1,0
1013,C528,波导,1,2009,0,0,96,0,1,263,0,14.6,115,1,2.2,38720,0,1,8,4,0,30,0,0,0,0,0,0,0,950,0,0,1,0
1014,C568,波导,1,2010,0,1,56,0,3,719,0,13,95.7,1,2,20480,0,1,128,64,0.3,0,0,0,0,0,0,0,0,800,0,0,1,0
1015,CB-M1C,深圳新中桥,1,2010,0,1,56,0,1,860,0,13.1,100,1,1.8,20480,0,1,64,32,0,0,0,0,0,0,0,0,0,900,0,0,1,0
1016,C1800,大唐,1,2009,1,0,96,0,1,1198,2,15.9,110,1,3.2,96000,1,0,128,256,168,200,1,1,0,1,0,1,0,1250,0,0,2,0
1017,CB-EG198,深圳新中桥,1,2010,1,0,192,0,3,1680,0,15.8,100,1,2.2,38720,1,1,8,16,2,130,0,1,0,0,0,0,0,1400,0,0,3,0
1018,HS-C100,海信,1,2010,0,0,96,1,1,211,0,13.8,120,1,2.4,76800,0,1,64,256,2,30,0,0,0,1,0,0,0,1000,0,0,1,0
1019,H3118,华立时代,1,2008,0,0,96,0,1,298,0,13.4,102,1,2.8,76800,1,0,256,512,0,320,1,0,0,1,0,1,1,1000,1,1,2,1
1020,D775,天宇朗通,1,2009,2,1,56,0,3,1580,0,14,91,1,2.4,76800,0,1,64,128,10,130,0,0,0,1,0,0,0,1200,0,0,1,0
1021,D781,天宇朗通,1,2009,2,0,96,0,3,1280,0,13.8,145,1,2.8,76800,1,0,64,64,5,200,0,0,0,0,0,1,0,1300,0,0,2,0
1022,VL663C,百灵葳朗,1,2009,0,0,96,0,3,508,0,15,121.7,1,3.5,153600,2,2,256,512,512,300,1,0,0,1,0,1,1,1400,1,0,1,1
1023,ODIN C108,杰普林,1,2009,0,0,96,0,3,788,0,18.5,110,1,2.4,76800,1,1,64,64,5,130,1,1,0,1,0,1,0,1050,1,0,3,0
1024,D782,天宇朗通,1,2009,2,0,96,0,3,1230,0,15,110,1,2.4,76800,0,1,64,128,35,30,0,0,0,1,0,0,0,1000,0,0,1,0
1025,E260C藏语版,联想,1,2009,0,0,96,0,1,299,0,14,83,1,2.4,76800,0,1,32,128,500,30,0,1,0,0,0,1,0,1100,0,0,1,0
1026,C189,金茂,1,2009,0,0,96,0,1,239,0,15,98,1,2.4,76800,0,1,64,128,8,30,0,0,0,1,0,0,0,1000,0,0,1,0
1027,C89,金茂,1,2009,1,0,96,0,1,1280,0,15,120,1,3,96000,1,0,16,128,32,200,0,1,0,0,0,1,0,1030,0,0,2,0
1028,A300HK,英华达,1,2008,0,1,56,0,1,498,1,20.3,150,1,3.2,153600,1,0,256,512,4096,500,0,0,0,1,0,1,1,1200,1,0,2,1
1029,C310,英华达,1,2008,0,1,56,0,3,980,0,16.55,110,1,2.8,76800,1,0,512,1024,43,200,0,1,0,1,0,1,0,1100,0,0,2,0
1030,A906C,天宇朗通,1,2008,2,1,56,0,3,1280,0,16,110,1,2.2,76800,1,1,32,128,160,30,0,0,0,0,0,0,0,1000,0,0,3,0
1031,A5156,广州金鹏,1,2007,0,0,40,0,3,950,0,18.1,148,2,2.6,76800,1,1,128,512,288,30,0,1,0,0,0,0,0,1000,0,0,3,0
1032,CF168,深圳广信,1,2008,0,1,56,0,1,288,0,15,122,1,2.4,76800,1,1,32,128,1024,30,0,1,0,0,0,1,0,1800,0,0,3,0
1033,CF588,深圳广信,1,2009,0,1,56,0,1,560,0,12.6,92,1,2.4,76800,0,1,8,64,0,30,0,0,0,1,0,0,0,1150,0,0,1,0
1034,CF618,深圳广信,1,2009,0,1,56,0,1,475,0,13.9,122.8,1,3.5,153600,2,0,256,512,256,300,1,0,0,1,0,1,1,1700,1,1,2,1
1035,CF616,深圳广信,1,2009,0,1,56,0,1,958,0,14.7,105,1,1.8,20480,0,1,32,128,0,130,0,1,0,0,0,0,0,900,0,0,1,0
1036,C350,英华达,1,2009,1,0,96,0,3,952,0,17.9,127.2,1,3.5,153600,2,0,256,512,0,300,1,1,0,1,0,0,1,1300,0,0,2,1
1037,CF626,深圳广信,1,2009,0,1,56,0,1,980,0,13.9,125,1,3.5,153600,2,0,256,512,512,300,1,1,0,1,0,1,1,1250,1,0,2,1
1038,C330,英华达,1,2009,1,0,96,0,3,1280,0,11.5,96,2,2.6,76800,0,1,128,256,90,200,1,0,0,1,0,1,0,1140,0,0,1,0
1039,C370,英华达,1,2009,1,0,96,0,3,1023,0,17.7,69,1,1.8,20480,0,1,4,8,1.2,0,0,0,0,1,0,0,0,600,0,0,1,0
1040,HS-C177,海信,1,2007,0,0,96,0,1,350,0,14.8,105,1,2.4,76800,0,1,128,256,135,200,1,1,0,1,0,1,0,900,0,0,1,0
1041,HS-C167,海信,1,2010,0,0,96,0,1,350,1,14.8,120,1,2.8,76800,1,0,64,64,0,200,0,1,1,1,1,1,0,1000,1,1,2,0
1042,HS-C106,海信,1,2006,0,0,96,0,1,385,0,14.8,132,1,3.2,153600,2,0,512,256,130,500,1,0,0,1,0,1,1,1500,1,1,2,1
1043,A160,英华达,1,2010,0,0,96,0,1,800,0,10,86,1,2.2,76800,0,1,1024,512,100,30,0,0,0,1,0,0,0,1000,0,0,1,0
1044,A115,英华达,1,2009,0,1,56,0,1,298,0,15,83,1,1.5,16384,0,1,16,32,32,0,0,0,0,0,0,0,0,830,0,0,1,0
1045,HS-C198,海信,1,2008,0,0,96,0,1,360,0,14.95,160,1,2.4,76800,1,0,32,32,32,200,0,0,0,1,0,0,0,1300,0,0,2,1
1046,HS-C206,海信,1,2005,0,0,96,0,1,399,0,14.6,130,1,2.44,153600,0,2,256,256,256,320,1,0,0,1,0,1,0,1400,0,0,1,1
1047,HS-C298,海信,1,2008,0,0,96,0,1,498,0,14.8,180,1,2.4,76800,1,1,128,64,0,200,0,0,0,1,0,1,0,1100,0,0,3,1
1048,C515,侨兴,1,2009,0,0,192,1,1,980,0,15.5,115,1,2.4,76800,1,1,64,128,29,30,0,0,0,0,0,0,0,2000,0,0,1,0
1049,VL650C,百灵葳朗,1,2009,0,1,56,0,1,510,1,15,115,1,3.5,153600,2,2,256,512,512,300,1,1,0,1,0,1,1,1300,1,0,3,1
1050,HS-C306,海信,1,2006,0,0,96,0,1,699,1,17.5,73,1,1.47,16384,0,1,4,4,1,0,0,0,0,1,0,0,0,1050,0,0,1,0
1051,A5158,广州金鹏,1,2008,2,0,40,0,3,1000,0,19.4,105,1,2.8,96000,0,1,64,128,30,30,0,0,0,1,0,0,0,800,0,0,1,0
1052,酷派728B,宇龙,1,2006,3,0,96,0,3,3180,0,21.5,120,1,3.5,153600,2,2,256,512,132,200,1,1,0,1,0,1,1,1200,1,1,2,1
1053,HC-F2,和信,1,2010,0,1,56,0,1,888,2,16.7,138,1,2.8,76800,1,0,64,128,0,200,1,0,0,1,0,1,0,1500,0,0,2,0
1054,W299,三星,1,2008,2,0,147,0,3,2480,0,15.9,95.9,1,2.4,76800,1,1,128,256,1024,130,0,1,0,0,0,0,0,1000,0,0,3,0
1055,ZTE-C X771,中兴,1,2009,0,0,128,0,1,868,0,16,89,1,2.4,76800,0,1,64,128,128,30,0,0,0,1,0,0,0,800,0,0,1,0
1056,C003,和信,1,2009,0,0,96,0,1,288,0,14,150,1,2.4,76800,1,1,64,128,128,200,0,0,0,1,0,0,0,1100,0,0,3,1
1057,TY6300,美菱,1,2009,0,0,96,0,1,375,0,14.5,98,1,2.4,76800,0,1,64,128,30,130,1,0,0,1,0,1,0,1450,0,0,1,0
1058,W629c,三星,1,2008,3,0,147,0,3,4980,0,17,65,1,1.5,20480,0,1,2,4,2,0,0,1,0,0,0,0,0,600,0,0,1,0
1059,A3860,深圳同威,1,2009,0,0,96,0,3,880,1,16,90,1,1.8,20480,0,1,4,16,3,30,0,1,0,0,0,0,0,800,0,0,1,0
1060,E15C,易丰展业,1,2010,0,0,96,0,1,598,0,15,128,1,3,96000,0,1,256,128,128,200,1,0,0,1,0,1,0,1000,0,0,1,0
1061,E68C,易丰展业,1,2010,0,0,96,0,1,486,1,17,68,1,2,38720,0,1,8,32,0,130,0,0,0,1,0,0,0,650,0,0,1,0
1062,HTW C66,恒基伟业,1,2007,2,0,147,0,1,2980,2,17,110,1,3.5,153600,1,0,32,64,64,200,0,1,0,0,0,0,0,1100,1,0,3,0
1063,酷派S20,宇龙,2,2009,0,0,96,0,3,860,0,15.5,85,1,1.8,38720,0,1,64,256,0,30,0,1,0,0,0,0,0,800,0,0,1,0
1064,c8600,华为,1,2010,1,0,528,0,1,1299,0,13.6,115,1,2.4,76800,1,2,64,128,0,30,0,1,0,0,0,0,0,2000,0,0,3,0
1065,E80V,易丰展业,3,2010,1,0,192,0,1,680,1,15.1,110,1,2.4,76800,1,1,128,256,4,320,1,1,0,1,0,1,0,1000,0,0,3,0
1066,TY100,深圳世纪天元,3,2010,3,0,96,1,3,1058,0,15.5,100,1,2.8,76800,1,0,256,512,170,200,1,1,0,1,0,1,1,1050,1,0,2,1
1067,LT901,特灵通,1,2010,1,0,96,1,1,620,3,16.65,104,1,2.2,76800,0,1,128,64,20,130,1,1,0,0,0,1,0,1000,0,0,1,0
1068,LT826,特灵通,3,2010,1,1,125,1,1,438,0,14.2,50,1,0.96,8192,0,1,4,8,8,0,0,0,0,0,0,0,0,580,0,0,1,0
1069,Lenovo 3GC101,联想,1,2010,3,0,1024,1,2,1299,0,12,108,1,2.4,20480,1,1,32,128,256,30,0,0,0,1,0,1,0,1950,0,0,3,0
1070,E573,华立,3,2010,1,0,192,1,1,517,0,10.8,131,1,3.5,153600,2,0,512,512,90,300,1,1,0,1,0,1,1,1450,1,0,2,1
1071,H3119,华立时代,1,2010,0,0,96,1,1,498,0,12.5,85,1,1.8,38720,0,1,4,16,1,30,0,0,0,0,0,0,0,1000,0,0,1,0
1072,CZ-X768,振华,1,2010,0,0,96,0,1,980,0,17,70,1,1.5,6240,0,1,16,16,0,30,1,1,1,1,0,1,0,800,1,1,2,0
1073,SCH-E139,三星,1,2010,0,1,56,1,1,238,0,14.4,102,1,2.8,76800,1,0,64,128,10,30,0,0,0,1,0,0,0,1200,0,0,2,0
1074,EC79,LEO,3,2011,0,1,125,0,1,599,0,13.2,57,1,1.44,16384,0,1,8,4,1.4,0,0,0,0,0,0,0,0,750,0,0,1,0
1075,SCH-i919,三星,1,2011,3,0,1400,1,3,5080,0,9.65,102,1,2.2,38720,1,0,32,64,32,130,0,0,0,0,0,0,0,900,0,0,2,0
1076,ZTE-C N700,中兴,2,2011,1,0,600,1,1,936,0,14.1,117.3,1,3.5,153600,1,0,256,512,0,320,1,1,0,1,0,1,1,1450,1,1,2,1
1077,SCH-i569,三星,2,2011,2,0,600,1,1,1590,0,12.15,83.7,1,3,96000,1,0,256,512,200,130,0,0,0,1,0,0,0,1000,0,0,2,1
1078,BlackBerry 9650,黑莓,1,2011,3,0,528,1,5,4500,0,14.2,104,1,1.4,14400,0,1,64,32,1,0,0,0,0,0,0,0,0,950,0,0,1,0
1079,HE-N200,和信,1,2011,3,0,528,1,1,852,0,12.4,110,1,2.4,76800,2,1,8,32,32,30,0,0,0,1,0,0,0,1450,0,0,3,0
1080,FLY-N6,展翼,1,2011,3,0,528,1,1,689,0,12,129,1,3.67,76800,2,1,128,256,0,30,0,0,1,0,0,0,0,1150,0,0,2,0
1081,FDT E837,深圳锋达通,2,2011,2,0,192,1,3,784,0,13,130,1,3.2,96000,2,0,256,256,100,500,1,1,0,1,0,1,1,1500,0,0,2,1
1082,HUAWEI C5730,华为,2,2011,2,0,192,0,1,468,0,11.8,132,1,2.8,76800,1,0,64,128,50,200,1,0,0,1,0,1,0,1500,0,0,2,1
1083,DONXON E289,东森移动,4,2011,0,1,125,1,1,374,0,12.5,90,1,1.77,16384,0,1,128,32,5,0,0,0,0,0,0,0,0,1100,0,0,1,0
1084,HE-S720,海尔,1,2011,2,0,192,1,1,392,0,13.5,100,1,2,38720,0,1,128,512,15,200,0,1,0,1,0,1,0,1100,0,0,1,0
1085,ViewSonic Q3+,优派环宇,2,2011,0,0,192,1,1,1537,0,13.4,80,1,1.75,20480,0,1,16,16,0,0,0,0,0,0,0,0,0,700,0,0,1,0
1086,LT S12,特灵通,1,2011,2,0,600,1,1,1980,0,13.2,95,2,1,20480,0,1,1.2,2,0,0,0,1,0,0,0,0,0,850,0,0,1,0
1087,LT E718,特灵通,1,2011,0,1,125,1,1,416,0,16,128,1,3.5,153600,2,0,512,512,120,300,1,1,1,1,0,1,1,1200,1,1,2,1
1088,JWX C822,爱易通,4,2011,5,0,96,1,1,699,1,19.2,125,1,3.2,96000,1,0,128,256,140,320,1,1,0,1,0,1,0,1100,1,0,2,1
1089,VD862,百灵葳朗,2,2011,2,0,96,1,3,914,1,16.7,75,1,1.7,19200,0,1,128,32,5,30,0,1,0,0,0,0,0,800,0,0,1,0
1090,ZTE-C S210,中兴,1,2010,6,0,192,1,1,521,0,16.3,154,1,2.8,76800,1,1,64,128,21,30,0,1,0,1,0,0,0,900,0,0,2,0
1091,ZTE-C S290,中兴,1,2010,5,0,192,1,1,484,0,16.4,98,1,2.4,76800,0,1,128,256,32,30,0,1,0,1,0,0,0,1200,0,0,1,0
1092,HUAWEI C2856,华为,1,2011,1,0,96,0,1,220,0,13.5,200,1,1.8,76800,0,1,128,64,1,30,0,1,0,0,0,0,0,950,0,0,1,0
1093,U08,三和新,2,2011,1,0,192,1,1,399,0,10.6,129,1,3.5,153600,2,0,256,512,202,300,1,1,0,1,0,1,1,1400,1,1,2,1
1094,U589,优思,1,2011,3,0,96,1,3,980,1,19.2,61,1,1.44,20480,0,1,32,64,0,0,0,0,0,0,0,0,0,700,0,0,1,0
1095,SCH-i809,三星,2,2011,3,0,192,1,4,3680,0,11.45,73,1,1.4,6240,0,1,32,64,0,0,0,0,0,1,0,0,0,1000,0,0,1,0
1096,EPHONE E29C,易丰展业,2,2011,5,0,96,1,1,226,0,14.5,100,1,2,38720,0,1,8,32,3,0,0,0,0,1,0,0,0,1500,0,0,1,0
1097,CT100,LG,1,2011,2,0,96,1,1,298,0,14.5,75,1,1.77,20480,0,1,64,128,2,0,0,1,0,0,0,0,0,1000,0,0,1,0
1098,HS-C10,海信,1,2011,6,0,192,1,1,699,0,15.5,93,1,2.4,76800,0,2,128,256,32,200,0,0,0,1,0,1,0,900,0,0,1,0
1099,HS-E839,海信,1,2011,3,0,528,1,1,2000,0,23,132,1,3.2,153600,1,0,256,512,130,320,1,0,0,1,0,1,1,1200,1,0,2,1
1100,GA81,高斯贝尔,1,2010,2,0,96,1,3,1280,0,14.5,131,1,2.8,76800,1,0,64,128,3,200,1,0,0,1,0,0,0,1500,0,0,2,0
1101,Bird EG510,波导,2,2011,3,0,192,1,3,1299,0,15.2,67,1,1.52,16384,0,1,32,64,0,0,0,0,0,0,0,0,0,800,0,0,1,0
1102,S3000,华录,2,2011,1,0,600,1,1,972,0,12.2,150,1,2,76800,0,1,128,256,120,200,1,1,0,1,0,1,0,1950,0,1,1,0
1103,HS-C170,海信,1,2011,0,0,96,1,1,192,0,12.8,96,1,2.4,76800,0,1,128,256,80,200,1,1,0,1,0,1,0,880,0,0,1,0
1104,K-Touch E800,天宇朗通,1,2011,1,0,600,1,1,1980,0,12.5,130,1,2.8,76800,1,0,64,128,40,200,0,0,0,1,0,1,0,1480,0,0,3,0
1105,XT882,摩托罗拉,2,2011,3,0,192,1,4,4680,0,13.15,78,1,2,76800,0,1,16,16,1.5,30,0,1,0,1,0,1,0,800,0,0,1,0
1106,ZTE-C N606,中兴,1,2011,1,0,600,1,1,881,0,14.5,94,1,2.6,76800,2,0,128,256,80,130,0,0,0,1,0,0,0,1100,0,0,2,0
1107,EF726,深圳广信,3,2011,1,0,192,0,1,725,1,15,105,2,2.4,6240,0,1,512,256,18,130,0,1,0,0,0,1,0,1100,0,0,1,0
1108,E9,YUWIN,2,2011,2,0,600,1,1,350,0,13,75,1,1.8,20480,0,1,32,128,0,0,0,0,0,1,0,0,0,1000,0,0,1,0
1109,E6,YUWIN,1,2011,2,1,125,1,1,383,0,13,160,1,4.3,384000,2,0,512,1024,0,500,1,1,0,1,0,1,1,1500,1,0,2,1
1110,XT883,摩托罗拉,1,2011,3,0,1000,1,5,3290,2,12.9,80,1,1.44,16384,0,1,32,64,1.4,0,0,0,0,0,0,0,0,800,0,0,1,0
1111,SCH-i589,三星,1,2011,3,0,800,1,3,2988,0,12.45,76,1,1.77,38720,0,1,8,32,0,130,0,0,0,1,0,0,0,950,0,0,1,0
1112,HUAWEI C5735,华为,2,2011,1,0,192,1,1,468,0,11.8,65,1,1.5,14400,0,1,2,4,0.2,0,0,0,0,0,0,0,0,650,0,0,1,0
1113,VE262,百灵葳朗,2,2011,2,1,125,1,1,561,1,19.07,65,1,1.44,14400,0,1,16,32,5,0,0,0,0,0,0,0,0,750,0,0,1,0
1114,YUSUN E80,语信时代,2,2011,3,0,528,1,3,1980,0,14,100,1,1.77,8192,0,1,32,64,5,0,0,0,0,0,0,0,0,1000,0,0,1,0
1115,CA218,高斯贝尔,2,2010,5,0,96,1,1,399,0,16.8,85,1,2.4,76800,1,0,8,16,3,130,0,0,1,0,0,1,0,1200,0,0,3,0
1116,Coolpad S160,宇龙,1,2011,0,1,125,0,1,303,0,14,112,1,3.2,153600,1,0,256,512,50,130,0,0,0,1,0,0,0,1250,0,0,2,1
1117,Saihon E300+,赛鸿,1,2011,2,0,192,1,1,405,0,9,79,1,2,38720,0,1,8,16,2,30,0,0,0,0,0,0,0,1000,0,0,1,0
1118,Lenovo A68e,联想,2,2011,0,0,800,1,1,990,0,12.65,125,2,2.8,96000,1,1,128,256,100,320,1,0,0,1,0,1,0,950,0,0,3,0
1119,ZTE-C R182,中兴,1,2011,0,0,192,1,1,298,0,14,110,1,2.4,76800,0,1,64,128,0,30,0,0,0,1,0,0,0,1000,1,0,1,0
1120,HTC Z510d,htc,1,2011,4,0,1024,1,5,4503,0,12.7,115,1,2.8,307200,1,0,288,256,4096,320,1,0,0,1,0,1,0,1340,0,0,2,1
1121,HS-E316,海信,1,2011,1,0,192,1,1,398,0,11.8,130,1,3.2,153600,2,0,256,512,40,200,0,0,0,1,0,0,0,1450,1,1,2,1
1122,HE-N710E,海尔,1,2011,2,1,600,1,1,1064,0,12.5,80,1,2.2,38720,0,1,64,128,192,0,0,1,0,0,0,0,0,900,0,0,1,0
1123,HE-N720E,海尔,1,2011,2,0,600,1,1,961,0,13.75,125,1,2.4,76800,1,1,64,128,1,30,0,1,0,0,0,1,0,2000,0,0,3,0
1124,MY-E67,美翼,3,2011,2,1,125,1,1,387,0,12.6,140,1,3.5,153600,2,0,256,512,0,200,1,0,0,1,0,1,1,1300,0,0,3,1
1125,SCH-W689,三星,1,2011,3,1,455,1,3,4280,1,19.2,116,1,2.4,76800,0,1,64,128,10,30,1,1,0,1,0,0,0,1800,0,0,1,0
1126,MY-E5,美翼,3,2011,3,0,528,1,1,744,0,11.8,101,1,2.4,76800,1,1,32,128,16,30,0,0,0,0,0,1,0,1200,0,0,3,0
1127,HS-E86,海信,1,2011,4,0,528,1,1,899,0,12.5,72,1,1.5,14400,0,1,4,8,2,0,0,0,0,0,0,0,0,780,0,0,1,0
1128,CHER A709,齐乐,1,2011,1,0,600,1,1,960,0,12.2,125,1,2.6,76800,0,1,8,16,24,200,0,1,0,1,0,1,0,1500,0,0,1,0
1129,HS-ET919,海信,2,2011,4,0,1000,1,5,2845,0,10.8,95,1,1.75,20480,0,1,32,128,3,30,0,0,0,1,0,0,0,1150,0,0,1,0
1130,TF1608,Tfnet,2,2011,0,0,192,1,1,379,0,14.9,75,1,1.33,16384,0,1,16,32,32,0,0,0,0,0,0,0,0,870,0,0,1,0
1131,SCH-E319,三星,1,2011,2,1,125,1,1,387,0,12.95,100,1,2.8,96000,0,1,512,1024,32,130,0,0,0,1,0,0,0,1000,0,0,1,0
1132,Coolpad 9100,宇龙,1,2011,4,0,192,1,5,2980,0,9.9,76,1,1.8,20480,0,1,32,64,0,0,0,0,0,1,0,0,0,700,0,0,1,0
1133,Coolpad 5855,宇龙,1,2011,2,0,192,1,3,1590,0,12.15,87.8,1,2.4,76800,0,1,8,32,8,30,0,1,0,1,0,1,0,1000,0,0,1,0
1134,Coolpad 5820,宇龙,2,2011,2,0,600,1,1,990,0,12.2,130,1,3.5,153600,2,0,256,512,35,300,1,1,0,1,0,1,1,1200,1,0,2,1
1135,HTC A510c,htc,1,2011,4,0,600,1,2,2278,0,12.4,70,1,1.52,16384,0,1,4,8,0.3,0,0,0,0,1,0,0,0,750,0,0,1,0
1136,HUAWEI C8800,华为,1,2011,3,0,600,1,1,1599,0,11.6,90,1,2.2,76800,0,1,64,256,8,130,0,0,0,1,0,0,0,1000,0,0,1,0
1137,HYF-E600,恒宇丰,5,2011,2,0,192,1,1,299,0,14.5,100,1,2.4,76800,0,1,512,1024,32,130,0,0,0,1,0,0,0,800,0,0,1,0
1138,TV32,深圳世纪天元,3,2011,0,1,125,1,1,383,0,14.9,90,1,2.2,38720,0,1,64,128,2.4,30,0,1,0,0,0,1,0,1000,0,0,1,0
1139,Bird AE710,波导,2,2011,1,0,528,1,1,692,0,13.8,123.6,1,3.2,153600,2,0,512,512,0,320,1,1,0,1,0,1,1,1500,1,1,2,1
1140,HE-EG500,海尔,2,2011,2,0,192,1,3,740,0,14.3,70,1,1.5,16384,0,1,8,16,0.3,0,0,0,0,0,0,0,0,670,0,0,1,0
1141,J218,佳斯特,1,2011,2,1,125,1,1,373,0,14,90,1,2.8,76800,2,1,256,512,150,30,0,0,0,1,0,0,0,1050,1,1,3,1
1142,LT X308,特灵通,3,2011,0,0,192,1,3,609,0,12.6,153,1,3.7,384000,2,1,256,0,256,500,1,0,0,1,0,1,1,1500,1,0,3,1
1143,Kingpad E306,森密,3,2011,2,1,125,1,1,315,0,11.9,180,1,2.2,76800,0,1,64,128,50,200,1,1,0,1,0,0,0,3600,0,0,1,0
1144,Kingpad R518,森密,5,2011,2,0,192,1,1,364,0,13,70,1,1.8,20480,0,1,32,128,0,0,0,0,0,1,0,0,0,900,0,0,1,0
1145,HS-E87,海信,2,2011,4,0,528,1,1,799,0,11.8,97,1,2,38720,0,1,4,16,2,130,0,1,0,0,0,1,0,940,0,0,1,0
1146,Coolpad D5800,宇龙,1,2011,2,0,600,1,3,899,0,13.3,120,1,3,96000,1,1,128,512,2048,30,0,1,0,0,0,1,0,1200,1,0,2,0
1147,Skyworth PE89,创维,2,2011,1,0,528,1,1,689,0,12,125,1,2.4,96000,1,1,8,16,128,130,0,0,0,1,0,0,0,1400,0,0,3,0
1148,EF702,深圳广信,3,2011,1,0,192,1,1,388,0,13.4,120,1,3.5,153600,2,0,512,256,100,200,1,0,0,1,0,1,0,1100,0,0,2,1
1149,Q660,华立,1,2011,4,0,192,1,1,1535,0,19.5,85,1,2.2,38720,0,1,16,64,10,30,0,0,0,1,0,0,0,900,0,0,1,0
1150,HS-E305,海信,1,2011,1,1,125,1,1,363,0,12,92,1,2.4,76800,0,1,8,32,2,130,0,0,0,1,0,0,0,1080,0,0,1,0
1151,EG318,深圳新中桥,1,2011,3,0,528,1,3,2500,0,15.6,143,1,3.5,153600,2,0,256,512,100,300,1,1,0,1,0,1,1,1300,1,1,2,1
1152,HUAWEI C8500S,华为,4,2011,2,0,528,1,1,838,0,13,85,1,1.7,8192,0,1,32,64,0,0,0,1,0,0,0,0,0,1200,0,0,1,0
1153,YUSUN E22,语信时代,1,2011,0,0,192,1,1,404,0,13,83,1,2.4,76800,0,1,32,128,10,30,0,0,0,1,0,0,0,1000,0,0,1,0
1154,HS-E520,海信,4,2011,1,0,192,1,1,567,1,13.6,120,1,2.8,76800,1,0,128,256,128,200,1,1,0,1,0,1,0,1250,0,0,3,0
1155,ZC200,中辰,3,2011,3,0,192,1,3,760,0,14.5,160,1,2.8,76800,1,0,64,256,32,200,1,0,0,1,0,1,0,1700,0,0,2,1
1156,EF705,深圳广信,4,2011,0,1,125,1,1,292,0,13.1,120,1,3.5,153600,2,0,256,512,100,320,1,1,0,1,0,1,1,1350,1,1,2,1
1157,Kingpad E239,森密,3,2011,3,0,528,1,1,938,0,12.3,123,1,3.5,153600,2,0,256,512,130,300,1,1,0,1,0,1,1,1400,1,1,2,1
1158,HUAWEI C8650,华为,3,2011,2,0,600,1,1,990,0,12.2,514.6,1,2.6,8192,0,1,2,0,4,0,0,0,0,0,0,0,0,800,0,0,1,0
1159,ZTE-C R519,中兴,1,2011,1,0,192,1,1,425,0,12,90,1,2.2,76800,0,2,64,128,10,200,0,0,0,1,0,0,0,1500,0,0,1,0
1160,ZTE-C R519C,中兴,1,2011,1,0,192,1,1,355,0,12,120,1,3.5,153600,2,1,512,512,200,500,1,0,0,1,0,1,1,1500,1,1,3,1
1161,TWIN  T98,彤霖,2,2011,4,0,528,1,1,990,0,11.2,182.86,2,3.2,12288,2,1,1,32,32,30,0,1,0,0,0,0,0,1100,0,0,3,0
1162,Coolpad N950,宇龙,1,2011,4,0,600,1,5,2980,1,18,90,1,2.2,16384,0,1,64,256,5,30,0,0,0,1,0,0,0,1000,0,0,1,0
1163,SCH-E329i,三星,1,2011,2,1,125,1,1,399,0,12.95,80,1,2,38720,0,1,32,128,4,30,0,1,0,1,0,0,0,750,0,0,1,0
1164,E6880,BEDOVE,4,2011,0,0,128,1,1,399,0,13.5,144,1,3.5,153600,2,0,512,256,200,200,1,1,0,1,0,1,1,1500,1,0,2,1
1165,7100,Ruitel,1,2010,0,1,55,1,1,260,4,65.5,147,1,2.8,76800,1,0,64,128,50,200,1,0,0,1,0,1,1,1200,0,0,2,1
1166,VD685,百灵葳朗,3,2011,3,0,104,1,3,924,2,16.5,110,1,2.8,76800,1,0,256,512,100,200,1,0,0,1,0,1,0,1400,0,0,2,1
